filename,filepath,resolution,phash,manual_review,product_name,brands,categories,image_url,source,licence
8886467122866.jpg,data\raw\packaging\8886467122866.jpg,3000x4000,cb8377d41f890539,,pringles,Pringles,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps;en:stacked-extruded-potato-crisps,https://images.openfoodfacts.org/images/products/888/646/712/2866/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8886467122873.jpg,data\raw\packaging\8886467122873.jpg,1772x3264,dfe960df64840e8c,,pringls,Pringles,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/888/646/712/2873/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8886467124716.jpg,data\raw\packaging\8886467124716.jpg,603x924,ab087f873387c0b9,,Pringles original,Pringles,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:biscuits-and-crackers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:crackers-appetizers;en:puffed-salty-snacks;en:puffed-salty-snacks-made-from-potato,https://images.openfoodfacts.org/images/products/888/646/712/4716/front_en.11.full.jpg,open_food_facts,CC-BY-SA
8886467124723.jpg,data\raw\packaging\8886467124723.jpg,3468x4624,b0d954a4cab73b26,,Pringles sour cream 40g,,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:stacked-extruded-potato-crisps,https://images.openfoodfacts.org/images/products/888/646/712/4723/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901063364745.jpg,data\raw\packaging\8901063364745.jpg,2304x4096,cbb5656e6ad24342,,,,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/106/336/4745/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901088722964.jpg,data\raw\packaging\8901088722964.jpg,2976x3968,8f5f742c3b2ad091,,Crunchies Millet Cones,Saffola,en:chips-and-fries,https://images.openfoodfacts.org/images/products/890/108/872/2964/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901088724197.jpg,data\raw\packaging\8901088724197.jpg,2661x4036,c0c53a702f1fc17e,,Munchiez Ragi Chips,Saffola,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/108/872/4197/front_en.5.full.jpg,open_food_facts,CC-BY-SA
8901491000192.jpg,data\raw\packaging\8901491000192.jpg,716x1200,bfe3487074a1c0dd,,Doritod cheese flavor,20rs,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/149/100/0192/front_fr.3.full.jpg,open_food_facts,CC-BY-SA
8901491000208.jpg,data\raw\packaging\8901491000208.jpg,1872x4160,d1372ac2f728432f,,Sweet chilli Doritos,Doritos,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:corn-chips;en:Nacho chips,https://images.openfoodfacts.org/images/products/890/149/100/0208/front_en.11.full.jpg,open_food_facts,CC-BY-SA
8901491000659.jpg,data\raw\packaging\8901491000659.jpg,3472x3783,8fcd2ab13cf4d212,,cheetos,pepsico india,en:chips-and-fries,https://images.openfoodfacts.org/images/products/890/149/100/0659/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901491000772.jpg,data\raw\packaging\8901491000772.jpg,2166x3177,80e9ea752f643d86,,Lays american onion 80gm,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps;en:flavoured-potato-crisps,https://images.openfoodfacts.org/images/products/890/149/100/0772/front_en.33.full.jpg,open_food_facts,CC-BY-SA
8901491000789.jpg,data\raw\packaging\8901491000789.jpg,2166x3498,ef9864384bd20ecd,,Lays India's magic masala,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps;en:flavoured-potato-crisps,https://images.openfoodfacts.org/images/products/890/149/100/0789/front_en.30.full.jpg,open_food_facts,CC-BY-SA
8901491000871.jpg,data\raw\packaging\8901491000871.jpg,2104x3336,90e90b7cf4cb612e,,Doritos Masala Mayhem Flavour,PepsiCo,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:corn-chips,https://images.openfoodfacts.org/images/products/890/149/100/0871/front_en.4.full.jpg,open_food_facts,CC-BY-SA
8901491001021.jpg,data\raw\packaging\8901491001021.jpg,3000x4000,95db646161386a7e,,Classic Salted,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/100/1021/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901491001038.jpg,data\raw\packaging\8901491001038.jpg,1734x3264,d089533aba2eb15e,,Lays Spanish 50,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/100/1038/front_en.5.full.jpg,open_food_facts,CC-BY-SA
8901491001045.jpg,data\raw\packaging\8901491001045.jpg,1810x2576,c4dd60603fca798d,,Spanish Tomato Tango Flavour,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/100/1045/front_en.10.full.jpg,open_food_facts,CC-BY-SA
8901491001052.jpg,data\raw\packaging\8901491001052.jpg,757x1200,85f63e8d416a3a95,,Lays salted Chips 30,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/100/1052/front_fr.3.full.jpg,open_food_facts,CC-BY-SA
8901491001069.jpg,data\raw\packaging\8901491001069.jpg,759x1200,8a9075653fcfb248,,India’s Magic Masala 30,Lay's,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/149/100/1069/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901491001076.jpg,data\raw\packaging\8901491001076.jpg,2480x4209,aec5a42916f89e8b,,American Style Cream and onion chips,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/100/1076/front_en.12.full.jpg,open_food_facts,CC-BY-SA
8901491001083.jpg,data\raw\packaging\8901491001083.jpg,3000x4000,d3686c9a38d68b69,,Doritos Sweet Chilli,Doritos,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:corn-chips;en:flavoured-corn-crisps,https://images.openfoodfacts.org/images/products/890/149/100/1083/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901491001113.jpg,data\raw\packaging\8901491001113.jpg,1930x3373,e3e87e887883c8d3,,,Doritos,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/149/100/1113/front_en.4.full.jpg,open_food_facts,CC-BY-SA
8901491001120.jpg,data\raw\packaging\8901491001120.jpg,663x1200,85d72aa02bc27b8f,,Lays american style cream and onion,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/100/1120/front_en.9.full.jpg,open_food_facts,CC-BY-SA
8901491001168.jpg,data\raw\packaging\8901491001168.jpg,697x1143,952028db7c905fb7,,Masala munch,,en:snacks;en:salty-snacks;en:appetizers,https://images.openfoodfacts.org/images/products/890/149/100/1168/front_fr.3.full.jpg,open_food_facts,CC-BY-SA
8901491001755.jpg,data\raw\packaging\8901491001755.jpg,2779x3863,fecac21535a3bc24,,Wafer Style Tangy Treat Flavour,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/100/1755/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901491001786.jpg,data\raw\packaging\8901491001786.jpg,665x1200,c2893f6513f7384a,,Wafers Style Salt with Pepper,Lay's,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/149/100/1786/front_fr.3.full.jpg,open_food_facts,CC-BY-SA
8901491001809.jpg,data\raw\packaging\8901491001809.jpg,742x1200,90e533f28f8fe430,,Lay's Sizzlin Hot,Lay's,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/149/100/1809/front_en.13.full.jpg,open_food_facts,CC-BY-SA
8901491001816.jpg,data\raw\packaging\8901491001816.jpg,1640x3264,d5d5322e4ec80977,,West indies hot n sweet chilli lays,Lay's,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/149/100/1816/front_en.5.full.jpg,open_food_facts,CC-BY-SA
8901491001854.jpg,data\raw\packaging\8901491001854.jpg,2280x3842,c9c93f35c0d287ac,,PEPSICO.,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/100/1854/front_en.22.full.jpg,open_food_facts,CC-BY-SA
8901491002141.jpg,data\raw\packaging\8901491002141.jpg,750x1200,ca5f4f9a5a933488,,Gourmet limed and cracked pepper chips,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/100/2141/front_fr.3.full.jpg,open_food_facts,CC-BY-SA
8901491002349.jpg,data\raw\packaging\8901491002349.jpg,2176x4160,82d17c2c9493de2f,,Sizzlin hot nacho,10rs,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:corn-chips,https://images.openfoodfacts.org/images/products/890/149/100/2349/front_fr.16.full.jpg,open_food_facts,CC-BY-SA
8901491002486.jpg,data\raw\packaging\8901491002486.jpg,3000x4000,d08239ff6991fc0c,,8.90149E+12,Kurkure,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:Kurkure,https://images.openfoodfacts.org/images/products/890/149/100/2486/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901491003025.jpg,data\raw\packaging\8901491003025.jpg,941x1554,d6f2c82d3f74e180,,Dinamita Sizzling Hot,Doritos,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/149/100/3025/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901491003124.jpg,data\raw\packaging\8901491003124.jpg,3000x4000,fea0950f88eac23b,,West Indies' Hot 'n' Sweet Chilli,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/100/3124/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901491003155.jpg,data\raw\packaging\8901491003155.jpg,3024x4032,c8a093d0ca3b7fd1,,Uncle Chipps Plain Salty,Uncle Chipps,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:biscuits-and-crackers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps;en:crackers-appetizers;en:puffed-salty-snacks,https://images.openfoodfacts.org/images/products/890/149/100/3155/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901491003162.jpg,data\raw\packaging\8901491003162.jpg,2166x3361,bac136d02dd835da,,8.90149E+12,chips,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps;en:light-potato-crisps,https://images.openfoodfacts.org/images/products/890/149/100/3162/front_en.17.full.jpg,open_food_facts,CC-BY-SA
8901491003537.jpg,data\raw\packaging\8901491003537.jpg,1275x1698,95ea7a872dc43ca2,,Cheetos Masala Balls,Cheetos,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/149/100/3537/front_en.8.full.jpg,open_food_facts,CC-BY-SA
8901491003872.jpg,data\raw\packaging\8901491003872.jpg,3072x4096,8ad0fd23c53fc03a,,Lay's Korean Chilli Flavour,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/100/3872/front_en.6.full.jpg,open_food_facts,CC-BY-SA
8901491003933.jpg,data\raw\packaging\8901491003933.jpg,1275x1700,95ad6ad26a4d0e35,,Chips - Mediterranean Pizza Flavour,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/100/3933/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901491100267.jpg,data\raw\packaging\8901491100267.jpg,3072x4096,9d683887953cce9a,,Potato Chips,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/110/0267/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901491100519.jpg,data\raw\packaging\8901491100519.jpg,3024x4032,c0c737d849e663e2,,Kurkure,Kurkure,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:Namkeen,https://images.openfoodfacts.org/images/products/890/149/110/0519/front_en.48.full.jpg,open_food_facts,CC-BY-SA
8901491100533.jpg,data\raw\packaging\8901491100533.jpg,2335x3884,85a1389b3caf2756,,Chilli Chatka 20rs,Kurkure,en:snacks;en:salty-snacks;en:sweet-snacks;en:appetizers;en:biscuits-and-cakes;en:biscuits-and-crackers;en:chips-and-fries;en:biscuits;en:crisps;en:crispy-biscuits,https://images.openfoodfacts.org/images/products/890/149/110/0533/front_en.35.full.jpg,open_food_facts,CC-BY-SA
8901491101820.jpg,data\raw\packaging\8901491101820.jpg,1275x1698,d0ca2bc13f8e4bac,,lays,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/110/1820/front_en.37.full.jpg,open_food_facts,CC-BY-SA
8901491101837.jpg,data\raw\packaging\8901491101837.jpg,677x1200,9b47c1d37aba82a2,,Lays Classics Salted 20rs,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/110/1837/front_en.14.full.jpg,open_food_facts,CC-BY-SA
8901491101844.jpg,data\raw\packaging\8901491101844.jpg,312x400,9f4e79e166192495,,Lay's Potato Chips,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps;en:flavoured-potato-crisps,https://images.openfoodfacts.org/images/products/890/149/110/1844/front_en.32.full.jpg,open_food_facts,CC-BY-SA
8901491102902.jpg,data\raw\packaging\8901491102902.jpg,816x1200,dfaef061e6a1c025,,Flirty Tomato Tango,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/110/2902/front_en.20.full.jpg,open_food_facts,CC-BY-SA
8901491103084.jpg,data\raw\packaging\8901491103084.jpg,785x1200,f1857a681ff0d216,,Green chutney style,Kurkure,en:snacks;en:salty-snacks;en:appetizers;en:Botanas;en:Snacks salados,https://images.openfoodfacts.org/images/products/890/149/110/3084/front_es.3.full.jpg,open_food_facts,CC-BY-SA
8901491103282.jpg,data\raw\packaging\8901491103282.jpg,2000x2666,abacd78290de26d1,,Cheetos,PepisCo India,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:corn-chips,https://images.openfoodfacts.org/images/products/890/149/110/3282/front_hi.3.full.jpg,open_food_facts,CC-BY-SA
8901491103442.jpg,data\raw\packaging\8901491103442.jpg,796x1200,bfe10ae8a0a566ec,,Kurkure Naughty Tomato,PepsiCo,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps;en:flavoured-potato-crisps,https://images.openfoodfacts.org/images/products/890/149/110/3442/front_en.12.full.jpg,open_food_facts,CC-BY-SA
8901491361026.jpg,data\raw\packaging\8901491361026.jpg,738x978,ee6c11951c491abf,,Masala Munch,"Kurkure, PepsiCo",en:snacks;en:salty-snacks;en:appetizers;en:biscuits-and-crackers;en:chips-and-fries;en:crisps;en:crackers-appetizers;en:puffed-salty-snacks;en:Masala-munch-with-gingelly-oil,https://images.openfoodfacts.org/images/products/890/149/136/1026/front_en.51.full.jpg,open_food_facts,CC-BY-SA
8901491363020.jpg,data\raw\packaging\8901491363020.jpg,833x1200,d4e73fb568a03a12,,Chilli Chatka,10,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:breakfasts;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:cereals-and-their-products;en:chips-and-fries;en:breakfast-cereals;en:crisps;en:flakes;en:cereal-flakes;en:extruded-cereals;en:extruded-flakes;en:corn-flakes,https://images.openfoodfacts.org/images/products/890/149/136/3020/front_en.6.full.jpg,open_food_facts,CC-BY-SA
8901491365666.jpg,data\raw\packaging\8901491365666.jpg,2118x1584,84e52f5129527b3e,,Puffcorn,Kurkure,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:corn-chips,https://images.openfoodfacts.org/images/products/890/149/136/5666/front_en.4.full.jpg,open_food_facts,CC-BY-SA
8901491365703.jpg,data\raw\packaging\8901491365703.jpg,741x1200,80837ff852657972,,Puffcorn,Kurkure,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:corn-chips,https://images.openfoodfacts.org/images/products/890/149/136/5703/front_en.30.full.jpg,open_food_facts,CC-BY-SA
8901491366052.jpg,data\raw\packaging\8901491366052.jpg,670x1200,f5812db8223f3972,,Puffcorn,Kurkure,en:snacks;en:salty-snacks;en:appetizers;en:biscuits-and-crackers;en:chips-and-fries;en:crisps;en:crackers-appetizers;en:corn-chips;en:puffed-salty-snacks,https://images.openfoodfacts.org/images/products/890/149/136/6052/front_en.13.full.jpg,open_food_facts,CC-BY-SA
8901491400008.jpg,data\raw\packaging\8901491400008.jpg,2592x4608,d2452f9cd02aaed9,,Uncle Chipps,"Uncle Chipps, frito-lay",en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/140/0008/front_en.6.full.jpg,open_food_facts,CC-BY-SA
8901491400107.jpg,data\raw\packaging\8901491400107.jpg,3024x4032,83987cf56b80f392,,,Pepsico,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/149/140/0107/front_en.6.full.jpg,open_food_facts,CC-BY-SA
8901491405003.jpg,data\raw\packaging\8901491405003.jpg,1478x2002,926b2e916aec3dc2,,Plain Salted Potato Chipps,Uncle Chipps,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps;en:Uncle chips,https://images.openfoodfacts.org/images/products/890/149/140/5003/front_en.32.full.jpg,open_food_facts,CC-BY-SA
8901491410106.jpg,data\raw\packaging\8901491410106.jpg,2176x4160,95695aa85e2c4f95,,Uncle Chiprs,10 rs,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/141/0106/front_en.20.full.jpg,open_food_facts,CC-BY-SA
8901491435000.jpg,data\raw\packaging\8901491435000.jpg,2596x4032,822b3ad82fb4d94b,,Potato Chips (Plain Salted flavour) 20rs,Uncle Chipps,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/143/5000/front_en.12.full.jpg,open_food_facts,CC-BY-SA
8901491435109.jpg,data\raw\packaging\8901491435109.jpg,814x1200,81cf66b15d6878d1,,Potato chips (Spicy Treat flavour)20rs,Uncle Chipps,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/143/5109/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901491502016.jpg,data\raw\packaging\8901491502016.jpg,2375x3208,af9492a0a48ff88f,,Classic Salted Potato Chips,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/150/2016/front_en.5.full.jpg,open_food_facts,CC-BY-SA
8901491502023.jpg,data\raw\packaging\8901491502023.jpg,2674x2674,aa10d66f994ed178,,Lay's - India's Magic Masala,"Inc., PepsiCo",en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps;en:flavoured-potato-crisps,https://images.openfoodfacts.org/images/products/890/149/150/2023/front_en.6.full.jpg,open_food_facts,CC-BY-SA
8901491502030.jpg,data\raw\packaging\8901491502030.jpg,3000x4000,85805aff6538ca37,,Lay's American Style Cream & Onion Flavour,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/150/2030/front_en.19.full.jpg,open_food_facts,CC-BY-SA
8901491502047.jpg,data\raw\packaging\8901491502047.jpg,3120x4160,d1c06b2a3df6b82c,,Spanish tomato tango,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/150/2047/front_en.19.full.jpg,open_food_facts,CC-BY-SA
8901491502054.jpg,data\raw\packaging\8901491502054.jpg,2992x4000,a5a52b616ec2d2c7,,Lay's West Indies' Hot 'n' Sweet Chilli,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/150/2054/front_en.5.full.jpg,open_food_facts,CC-BY-SA
8901491503013.jpg,data\raw\packaging\8901491503013.jpg,1793x2788,d4cf3f802f28303f,,Yellow Salted Lays,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps;en:potato-crisps-in-sunflower-oil,https://images.openfoodfacts.org/images/products/890/149/150/3013/front_en.5.full.jpg,open_food_facts,CC-BY-SA
8901491503020.jpg,data\raw\packaging\8901491503020.jpg,1798x2149,8aec7da850b54f46,,India's Magic Masala,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps;en:flavoured-potato-crisps,https://images.openfoodfacts.org/images/products/890/149/150/3020/front_en.35.full.jpg,open_food_facts,CC-BY-SA
