filename,filepath,resolution,phash,manual_review,product_name,brands,categories,image_url,source,licence
8901491503044.jpg,data\raw\packaging\8901491503044.jpg,4080x2190,96df6cae1c252a70,,Lays,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/150/3044/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901491503051.jpg,data\raw\packaging\8901491503051.jpg,3024x4032,81c60b7a66d6db34,,West Indies' Hot 'n' Sweet Chilli Potato Chips,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/150/3051/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901491981552.jpg,data\raw\packaging\8901491981552.jpg,760x1335,e29db5631cf12a58,,Lay’s Chile Limon 20rs,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato,https://images.openfoodfacts.org/images/products/890/149/198/1552/front_en.26.full.jpg,open_food_facts,CC-BY-SA
8901491981682.jpg,data\raw\packaging\8901491981682.jpg,4032x3024,919c8e174b9b217d,,Lays Cream and Onion Patato Chips,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/198/1682/front_en.4.full.jpg,open_food_facts,CC-BY-SA
8901491981699.jpg,data\raw\packaging\8901491981699.jpg,1920x1440,f4721d6f43e0f20c,,Lay's magic masala,Pepsico,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/198/1699/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901491982351.jpg,data\raw\packaging\8901491982351.jpg,3120x4160,c836b6493d4aa55b,,Lays ONION 20rs,Lay's,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/149/198/2351/front_en.7.full.jpg,open_food_facts,CC-BY-SA
8901491982870.jpg,data\raw\packaging\8901491982870.jpg,2976x6528,878f0eac976c51f0,,SHAREZ CrisP HERB & ONION FLAVOUR,Lay's,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/149/198/2870/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901491983143.jpg,data\raw\packaging\8901491983143.jpg,3480x4640,9ebd2392738c7261,,lays potato chips,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps;en:wavy-potato-crisps,https://images.openfoodfacts.org/images/products/890/149/198/3143/front_en.4.full.jpg,open_food_facts,CC-BY-SA
8901491983259.jpg,data\raw\packaging\8901491983259.jpg,3122x4107,eecac01d6593bc25,,Wafer Style Sundried Chilli Flavour,Lay's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/149/198/3259/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901491990080.jpg,data\raw\packaging\8901491990080.jpg,1500x2000,e6b9590e313cd03e,,Doritos Nacho Cheese Flavours,"Doritos, PepsiCo",en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:corn-chips;en:Namkeen,https://images.openfoodfacts.org/images/products/890/149/199/0080/front_en.9.full.jpg,open_food_facts,CC-BY-SA
8901491990097.jpg,data\raw\packaging\8901491990097.jpg,4624x2306,de8569266aa7255a,,Doritos Sweet Chilli,Doritos,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:corn-chips,https://images.openfoodfacts.org/images/products/890/149/199/0097/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901491990219.jpg,data\raw\packaging\8901491990219.jpg,706x1200,d0956e2a519e6b6c,,Doritos,Doritos,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:corn-chips,https://images.openfoodfacts.org/images/products/890/149/199/0219/front_fr.3.full.jpg,open_food_facts,CC-BY-SA
8901512890702.jpg,data\raw\packaging\8901512890702.jpg,1744x2564,eb9e25e4e79080b6,,Tortilla Chips,Act II,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:corn-chips,https://images.openfoodfacts.org/images/products/890/151/289/0702/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901565001728.jpg,data\raw\packaging\8901565001728.jpg,2358x3593,c2eae43336b73262,,Piknik Classic Tomato Chilli (fried Indian snack),Piknik,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/156/500/1728/front_en.7.full.jpg,open_food_facts,CC-BY-SA
8901576010122.jpg,data\raw\packaging\8901576010122.jpg,2541x3248,90b75d886b656e54,,Potato Wafers Salted,Modern Kitchens,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/157/601/0122/front_en.9.full.jpg,open_food_facts,CC-BY-SA
8901688120733.jpg,data\raw\packaging\8901688120733.jpg,1760x3264,b8d2673c6a332d31,,Sumeru Fries,Sumeru,en:plant-based-foods-and-beverages;en:plant-based-foods;en:cereals-and-potatoes;en:frozen-foods;en:chips-and-fries;en:potatoes-and-their-products;en:frozen-fried-potatoes;en:potato-fries;en:frozen-potato-fries,https://images.openfoodfacts.org/images/products/890/168/812/0733/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901719122316.jpg,data\raw\packaging\8901719122316.jpg,3072x4096,af2096cdd03b2d66,,parles's potato piri piri chips,parles's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/171/912/2316/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901719125683.jpg,data\raw\packaging\8901719125683.jpg,3000x4000,84896ab13b2f4f96,,Full Toss Baked,Parle,en:snacks;en:salty-snacks;en:appetizers;en:biscuits-and-crackers;en:chips-and-fries;en:crisps;en:crackers-appetizers;en:puffed-salty-snacks,https://images.openfoodfacts.org/images/products/890/171/912/5683/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901725000257.jpg,data\raw\packaging\8901725000257.jpg,3000x4000,9293c64a7b19cf89,,,,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/172/500/0257/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901725000288.jpg,data\raw\packaging\8901725000288.jpg,3024x4032,8b825c772b294e3b,,,,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/172/500/0288/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901725001308.jpg,data\raw\packaging\8901725001308.jpg,714x1000,eef0548742d91567,,Bingo Potato Chips Cream & Onion,ITC,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/172/500/1308/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901725007096.jpg,data\raw\packaging\8901725007096.jpg,1726x2359,c4ebafd03901077e,,Potato Chips Salted,"Bingo, ITC",en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/172/500/7096/front_en.9.full.jpg,open_food_facts,CC-BY-SA
8901725007119.jpg,data\raw\packaging\8901725007119.jpg,3249x4250,8061bf903d2f675a,,,,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/172/500/7119/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901725007447.jpg,data\raw\packaging\8901725007447.jpg,1275x1700,adcac0f03a0e746f,,Original Style Potato Chips,Bingo,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps;en:flavoured-potato-crisps;en:Chips,https://images.openfoodfacts.org/images/products/890/172/500/7447/front_en.30.full.jpg,open_food_facts,CC-BY-SA
8901725007508.jpg,data\raw\packaging\8901725007508.jpg,2275x3980,85d79d30120f6a7b,,Bingo! Potato Chips Chilli Sprinkled,ITC,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/172/500/7508/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901725007553.jpg,data\raw\packaging\8901725007553.jpg,3072x4080,d5ac2a0f1f300f73,,,,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/172/500/7553/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901725013660.jpg,data\raw\packaging\8901725013660.jpg,2831x3598,aba41ff87a992289,,bingo mad angles,ITC Limited,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:corn-chips;en:triangular-shaped,https://images.openfoodfacts.org/images/products/890/172/501/3660/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901725013684.jpg,data\raw\packaging\8901725013684.jpg,3072x4096,d0aa2b9033953bdb,,Madangle Achari Masti,ITC,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:Namkeen,https://images.openfoodfacts.org/images/products/890/172/501/3684/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901725013738.jpg,data\raw\packaging\8901725013738.jpg,500x600,b5e8e84a4a75492f,,Chips,Bingo,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:Bingo mad angles;en:Chips,https://images.openfoodfacts.org/images/products/890/172/501/3738/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901725013769.jpg,data\raw\packaging\8901725013769.jpg,1758x3264,85782f7f3565c045,,Mad Angles Tomato Madness,Bingo,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:corn-chips,https://images.openfoodfacts.org/images/products/890/172/501/3769/front_en.4.full.jpg,open_food_facts,CC-BY-SA
8901725013790.jpg,data\raw\packaging\8901725013790.jpg,3000x4000,d5bd85cad427c528,,,,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/172/501/3790/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901725015213.jpg,data\raw\packaging\8901725015213.jpg,2160x3583,dca4449836f9e2e6,,,,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/172/501/5213/front_en.5.full.jpg,open_food_facts,CC-BY-SA
8901725017903.jpg,data\raw\packaging\8901725017903.jpg,2938x3864,a08158e87f3c21ff,,Mad angles achaari masti,Bingo,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/172/501/7903/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901725018658.jpg,data\raw\packaging\8901725018658.jpg,1640x3264,acc3f1a49f198371,,bingoi original style,,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/172/501/8658/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901725018665.jpg,data\raw\packaging\8901725018665.jpg,3072x4080,83a3dc89739c2f52,,Bingo Hot & Spicy Korean Style,Bingo,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/172/501/8665/front_en.8.full.jpg,open_food_facts,CC-BY-SA
8901725018689.jpg,data\raw\packaging\8901725018689.jpg,2100x3543,c1c11ffa723c48e5,,Bingo Hot and spicy,Bingo,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps;en:light-potato-crisps,https://images.openfoodfacts.org/images/products/890/172/501/8689/front_en.10.full.jpg,open_food_facts,CC-BY-SA
8901725018771.jpg,data\raw\packaging\8901725018771.jpg,2242x3304,edc290b46b3e6668,,Bingo! Hot and spicy Korean style,Bingo!,en:chips-and-fries,https://images.openfoodfacts.org/images/products/890/172/501/8771/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901725111458.jpg,data\raw\packaging\8901725111458.jpg,2454x3672,ab6d7444d7d41e06,,Bingo chilli sprinkled 50,,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/172/511/1458/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901725118914.jpg,data\raw\packaging\8901725118914.jpg,1440x2560,80d53f13283df4b6,,Tedhe Medhe,Bingo,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:corn-chips,https://images.openfoodfacts.org/images/products/890/172/511/8914/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8901725118921.jpg,data\raw\packaging\8901725118921.jpg,3072x4096,c5aefcd17f819104,,tedha medha,bingo,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/172/511/8921/front_en.7.full.jpg,open_food_facts,CC-BY-SA
8901725118938.jpg,data\raw\packaging\8901725118938.jpg,3000x4000,b5752ca68bac548b,,Tedhe Medhe - Bingo,,en:snacks;en:salty-snacks;en:appetizers;en:biscuits-and-crackers;en:chips-and-fries;en:crisps;en:crackers-appetizers;en:plain-salty-snacks,https://images.openfoodfacts.org/images/products/890/172/511/8938/front_en.29.full.jpg,open_food_facts,CC-BY-SA
8901725192327.jpg,data\raw\packaging\8901725192327.jpg,820x1200,d757d88087b238ec,,Potato chips,,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/172/519/2327/front_en.10.full.jpg,open_food_facts,CC-BY-SA
8901725192341.jpg,data\raw\packaging\8901725192341.jpg,2951x4032,85e29cc1723e2fe1,,bingo potato chips chilli,,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/172/519/2341/front_en.4.full.jpg,open_food_facts,CC-BY-SA
8901725198336.jpg,data\raw\packaging\8901725198336.jpg,663x1049,81877ec82eb8793a,,MAD ANGLES,ITC,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:corn-chips,https://images.openfoodfacts.org/images/products/890/172/519/8336/front_en.8.full.jpg,open_food_facts,CC-BY-SA
8901764175091.jpg,data\raw\packaging\8901764175091.jpg,3120x4160,c1c33f1fc3d22c23,,Fruit drink,Maaza,en:snacks;en:sweet-snacks;en:confectioneries,https://images.openfoodfacts.org/images/products/890/176/417/5091/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8904004400212.jpg,data\raw\packaging\8904004400212.jpg,3120x3109,a0970eae397531c7,,Soya Chips,Haldiram's,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/400/440/0212/front_en.4.full.jpg,open_food_facts,CC-BY-SA
8904004400236.jpg,data\raw\packaging\8904004400236.jpg,3024x4032,c09f2be842bda61e,,Soya sticks,Haldirams,en:snacks;en:Soya snack,https://images.openfoodfacts.org/images/products/890/400/440/0236/front_en.14.full.jpg,open_food_facts,CC-BY-SA
8904004400250.jpg,data\raw\packaging\8904004400250.jpg,754x1200,95476ac0fb70f468,,Haldiram's Soya Sticks,Haldiram's,en:snacks,https://images.openfoodfacts.org/images/products/890/400/440/0250/front_en.7.full.jpg,open_food_facts,CC-BY-SA
8904004400298.jpg,data\raw\packaging\8904004400298.jpg,1908x4032,ed92e2bf89aa98c0,,,,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/400/440/0298/front_en.5.full.jpg,open_food_facts,CC-BY-SA
8904004400601.jpg,data\raw\packaging\8904004400601.jpg,2954x4340,d4942e6b617c48ee,,Haldiram Lite Chiwda,Haldiram's,en:snacks;en:salty-snacks;en:appetizers;en:biscuits-and-crackers;en:chips-and-fries;en:crisps;en:crackers-appetizers;en:puffed-salty-snacks,https://images.openfoodfacts.org/images/products/890/400/440/0601/front_en.14.full.jpg,open_food_facts,CC-BY-SA
8904004400687.jpg,data\raw\packaging\8904004400687.jpg,3000x4000,ecb083e37a7540b5,,Haldiram's Aloo Bhujia Sev,Haldiram's,en:snacks;en:salty-snacks,https://images.openfoodfacts.org/images/products/890/400/440/0687/front_en.5.full.jpg,open_food_facts,CC-BY-SA
8904004400694.jpg,data\raw\packaging\8904004400694.jpg,2855x3292,badf4da09463c172,,Aloo Bhujia,Haldiram's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:potatoes-and-their-products;en:potato-preparations,https://images.openfoodfacts.org/images/products/890/400/440/0694/front_en.4.full.jpg,open_food_facts,CC-BY-SA
8904004400731.jpg,data\raw\packaging\8904004400731.jpg,3120x4160,9bcb1b9a089613bd,,Aloo bhujia,Haldiram's,en:snacks;en:Namkeen,https://images.openfoodfacts.org/images/products/890/400/440/0731/front_en.4.full.jpg,open_food_facts,CC-BY-SA
8904004402247.jpg,data\raw\packaging\8904004402247.jpg,1706x3264,bfea2a2b03179594,,Farali Chiwda,Haldiram's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps;en:potato-crisps-in-sunflower-oil,https://images.openfoodfacts.org/images/products/890/400/440/2247/front_en.14.full.jpg,open_food_facts,CC-BY-SA
8904004402407.jpg,data\raw\packaging\8904004402407.jpg,3024x4032,d4ed3d962491331e,,8.904E+12,,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/400/440/2407/front_en.4.full.jpg,open_food_facts,CC-BY-SA
8904004402421.jpg,data\raw\packaging\8904004402421.jpg,1836x4080,b2147d4362b799b4,,Halke Fulke Salted Potato Chips,Haldiram's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/400/440/2421/front_en.5.full.jpg,open_food_facts,CC-BY-SA
8904004403671.jpg,data\raw\packaging\8904004403671.jpg,3000x4000,835a34233f0babd6,,TASTY NUTS Shing Bhujia,Haldiram's,en:snacks,https://images.openfoodfacts.org/images/products/890/400/440/3671/front_en.5.full.jpg,open_food_facts,CC-BY-SA
8904004403718.jpg,data\raw\packaging\8904004403718.jpg,1506x2118,804f5f813c36fd46,,Moong Dal,Haldiram's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:legumes-and-their-products;en:snacks;en:legumes;en:salty-snacks;en:seeds;en:appetizers;en:chips-and-fries;en:legume-seeds;en:crisps;en:pulses;en:mung-beans;en:Vegan;en:Vegetarian,https://images.openfoodfacts.org/images/products/890/400/440/3718/front_en.4.full.jpg,open_food_facts,CC-BY-SA
8904004403725.jpg,data\raw\packaging\8904004403725.jpg,876x1200,c1496d9525f125ed,,Moong Dal,Haldiram's,en:snacks;en:salty-snacks;en:Namkeen,https://images.openfoodfacts.org/images/products/890/400/440/3725/front_en.20.full.jpg,open_food_facts,CC-BY-SA
8904004407617.jpg,data\raw\packaging\8904004407617.jpg,1018x965,aad52a7d346a905b,,Taka-tak,Haldiram's,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/400/440/7617/front_fr.3.full.jpg,open_food_facts,CC-BY-SA
8904004408911.jpg,data\raw\packaging\8904004408911.jpg,1628x3264,81915f8f2c27f392,,Yellow Banana Chips,Haldiram's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:fruits-and-vegetables-based-foods;en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:dried-products;en:fruits-based-foods;en:crisps;en:dried-plant-based-foods;en:dried-fruits;en:banana-crisps;en:dried-bananas,https://images.openfoodfacts.org/images/products/890/400/440/8911/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8904004409253.jpg,data\raw\packaging\8904004409253.jpg,2609x3718,8e9d1edd06392179,,Potato Lite,Haldiram Snacks Pvt. Ltd.,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/400/440/9253/front_en.4.full.jpg,open_food_facts,CC-BY-SA
8904039704781.jpg,data\raw\packaging\8904039704781.jpg,1836x4080,a7c0723e5d29caa9,,Rajma Chips Indian Masala,Conscious Food,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:Chips,https://images.openfoodfacts.org/images/products/890/403/970/4781/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8904063200525.jpg,data\raw\packaging\8904063200525.jpg,3000x4000,ded5c584e8c69159,,Salted Banana Chips,Haldiram's,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/406/320/0525/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8904063201157.jpg,data\raw\packaging\8904063201157.jpg,1800x4000,ee9b76ae11c42e42,,Chips - Pudina Treat,Haldiram's,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:Namkeen,https://images.openfoodfacts.org/images/products/890/406/320/1157/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8904063204325.jpg,data\raw\packaging\8904063204325.jpg,3050x3862,85c70dec6a3152db,,Haldiram's Bhujia,Haldiram,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/406/320/4325/front_en.4.full.jpg,open_food_facts,CC-BY-SA
8904063206336.jpg,data\raw\packaging\8904063206336.jpg,2377x3067,fee0d0853b4ac1dc,,Banana Chips,Haldiram's,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps;en:banana-crisps,https://images.openfoodfacts.org/images/products/890/406/320/6336/front_en.12.full.jpg,open_food_facts,CC-BY-SA
8904063209849.jpg,data\raw\packaging\8904063209849.jpg,874x1200,b8aa9797244b6a87,,Takatak Baked Chilli Cheese,Haldiram's,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/406/320/9849/front_fr.3.full.jpg,open_food_facts,CC-BY-SA
8904063220028.jpg,data\raw\packaging\8904063220028.jpg,3472x4640,df0021671c3fcb39,,Chips Mast Masala,Haldiram's,en:snacks;en:salty-snacks;en:appetizers;en:chips-and-fries;en:crisps,https://images.openfoodfacts.org/images/products/890/406/322/0028/front_en.4.full.jpg,open_food_facts,CC-BY-SA
8904063220134.jpg,data\raw\packaging\8904063220134.jpg,3024x4032,950d6af27c3866b4,,pudina chips,haldiram,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/406/322/0134/front_en.3.full.jpg,open_food_facts,CC-BY-SA
8904063220226.jpg,data\raw\packaging\8904063220226.jpg,401x511,95d52a9b39c9c89c,,chips,Haldiram's,en:plant-based-foods-and-beverages;en:plant-based-foods;en:snacks;en:cereals-and-potatoes;en:salty-snacks;en:appetizers;en:chips-and-fries;en:potatoes-and-their-products;en:crisps;en:salty-snacks-made-from-potato;en:potato-crisps,https://images.openfoodfacts.org/images/products/890/406/322/0226/front_en.5.full.jpg,open_food_facts,CC-BY-SA
8904063220233.jpg,data\raw\packaging\8904063220233.jpg,3024x4032,80c27dad7c705373,,Chips,Haldiram’s,en:chips-and-fries,https://images.openfoodfacts.org/images/products/890/406/322/0233/front_en.3.full.jpg,open_food_facts,CC-BY-SA
